Código Pacote;Label SEEDS;;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;Fase;Atividade;Diâmetro;Codigo;"Operação - caso Sonda ser Dual Active
";Código 2;Fase;Atividade;Operação;;
;;RIH_BHA_30_7_9;Instalar Bearing Assembly;;;;1;0;0;FASE 9;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;9;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_30_8_9;Abrir BOP;;;;0,5;0;0;FASE 9;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;9;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_30_9_9;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(poço revestido);insere;y = PIF - PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 9;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;9;Perfuração;Descida de coluna em poço revestido;Moderada;P-02, P-03
;;RIH_BHA_30_10_9;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(poço aberto);insere;y = PFF - PIF;itens da tabela de coluna de perfuração;0;0;0;FASE 9;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;9;Perfuração;Descida de coluna em poço aberto;Moderada;P-03
RIH_BHA 31-fase-3;RIH_BHA 31-fase-3;RIH_BHA_31_1_3;Montar BHA Bull Nose com Alargador DIAMETRO FASE X pol;zerar itens;;;6;0;0;FASE 3;Troca de broca;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Troca de broca;;3;Perfuração;Montagem de BHA;Baixa;P-01
;;RIH_BHA_31_2_3;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 3;Troca de broca;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Troca de broca;;3;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
;;RIH_BHA_31_3_3;Retirar Protective Sleeve;;;;1;0;0;FASE 3;Retirada de protective sleeve;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Retirada de protective sleeve;;3;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_4_3;Instalar Bearing Assembly;;;;1;0;0;FASE 3;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;3;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_5_3;Abrir BOP;;;;0,5;0;0;FASE 3;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;3;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_6_3;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(poço revestido);insere;y = PIF - PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 3;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;3;Perfuração;Descida de coluna em poço revestido;Moderada;P-02, P-03
;;RIH_BHA_31_7_3;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(poço aberto);insere;y = PFF - PIF;itens da tabela de coluna de perfuração;0;0;0;FASE 3;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;3;Perfuração;Descida de coluna em poço aberto;Moderada;P-03
RIH_BHA 31-fase-4;RIH_BHA 31-fase-4;RIH_BHA_31_1_4;Montar BHA Bull Nose com Alargador DIAMETRO FASE X pol;zerar itens;;;6;0;0;FASE 4;Troca de broca;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Troca de broca;;4;Perfuração;Montagem de BHA;Baixa;P-01
;;RIH_BHA_31_2_4;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 4;Troca de broca;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Troca de broca;;4;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
;;RIH_BHA_31_3_4;Retirar Protective Sleeve;;;;1;0;0;FASE 4;Retirada de protective sleeve;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Retirada de protective sleeve;;4;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_4_4;Instalar Bearing Assembly;;;;1;0;0;FASE 4;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;4;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_5_4;Abrir BOP;;;;0,5;0;0;FASE 4;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;4;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_6_4;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(poço revestido);insere;y = PIF - PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 4;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;4;Perfuração;Descida de coluna em poço revestido;Moderada;P-02, P-03
;;RIH_BHA_31_7_4;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(poço aberto);insere;y = PFF - PIF;itens da tabela de coluna de perfuração;0;0;0;FASE 4;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;4;Perfuração;Descida de coluna em poço aberto;Moderada;P-03
RIH_BHA 31-fase-5;RIH_BHA 31-fase-5;RIH_BHA_31_1_5;Montar BHA Bull Nose com Alargador DIAMETRO FASE X pol;zerar itens;;;6;0;0;FASE 5;Troca de broca;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Troca de broca;;5;Perfuração;Montagem de BHA;Baixa;P-01
;;RIH_BHA_31_2_5;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 5;Troca de broca;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Troca de broca;;5;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
;;RIH_BHA_31_3_5;Retirar Protective Sleeve;;;;1;0;0;FASE 5;Retirada de protective sleeve;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Retirada de protective sleeve;;5;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_4_5;Instalar Bearing Assembly;;;;1;0;0;FASE 5;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;5;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_5_5;Abrir BOP;;;;0,5;0;0;FASE 5;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;5;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_6_5;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(poço revestido);insere;y = PIF - PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 5;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;5;Perfuração;Descida de coluna em poço revestido;Moderada;P-02, P-03
;;RIH_BHA_31_7_5;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(poço aberto);insere;y = PFF - PIF;itens da tabela de coluna de perfuração;0;0;0;FASE 5;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;5;Perfuração;Descida de coluna em poço aberto;Moderada;P-03
RIH_BHA 31-fase-6;RIH_BHA 31-fase-6;RIH_BHA_31_1_6;Montar BHA Bull Nose com Alargador DIAMETRO FASE X pol;zerar itens;;;6;0;0;FASE 6;Troca de broca;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Troca de broca;;6;Perfuração;Montagem de BHA;Baixa;P-01
;;RIH_BHA_31_2_6;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 6;Troca de broca;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Troca de broca;;6;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
;;RIH_BHA_31_3_6;Retirar Protective Sleeve;;;;1;0;0;FASE 6;Retirada de protective sleeve;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Retirada de protective sleeve;;6;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_4_6;Instalar Bearing Assembly;;;;1;0;0;FASE 6;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;6;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_5_6;Abrir BOP;;;;0,5;0;0;FASE 6;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;6;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_6_6;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(poço revestido);insere;y = PIF - PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 6;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;6;Perfuração;Descida de coluna em poço revestido;Moderada;P-02, P-03
;;RIH_BHA_31_7_6;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(poço aberto);insere;y = PFF - PIF;itens da tabela de coluna de perfuração;0;0;0;FASE 6;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;6;Perfuração;Descida de coluna em poço aberto;Moderada;P-03
RIH_BHA 31-fase-7;RIH_BHA 31-fase-7;RIH_BHA_31_1_7;Montar BHA Bull Nose com Alargador DIAMETRO FASE X pol;zerar itens;;;6;0;0;FASE 7;Troca de broca;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Troca de broca;;7;Perfuração;Montagem de BHA;Baixa;P-01
;;RIH_BHA_31_2_7;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 7;Troca de broca;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Troca de broca;;7;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
;;RIH_BHA_31_3_7;Retirar Protective Sleeve;;;;1;0;0;FASE 7;Retirada de protective sleeve;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Retirada de protective sleeve;;7;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_4_7;Instalar Bearing Assembly;;;;1;0;0;FASE 7;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;7;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_5_7;Abrir BOP;;;;0,5;0;0;FASE 7;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;7;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_6_7;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(poço revestido);insere;y = PIF - PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 7;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;7;Perfuração;Descida de coluna em poço revestido;Moderada;P-02, P-03
;;RIH_BHA_31_7_7;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(poço aberto);insere;y = PFF - PIF;itens da tabela de coluna de perfuração;0;0;0;FASE 7;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;7;Perfuração;Descida de coluna em poço aberto;Moderada;P-03
RIH_BHA 31-fase-8;RIH_BHA 31-fase-8;RIH_BHA_31_1_8;Montar BHA Bull Nose com Alargador DIAMETRO FASE X pol;zerar itens;;;6;0;0;FASE 8;Troca de broca;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Troca de broca;;8;Perfuração;Montagem de BHA;Baixa;P-01
;;RIH_BHA_31_2_8;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 8;Troca de broca;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Troca de broca;;8;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
;;RIH_BHA_31_3_8;Retirar Protective Sleeve;;;;1;0;0;FASE 8;Retirada de protective sleeve;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Retirada de protective sleeve;;8;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_4_8;Instalar Bearing Assembly;;;;1;0;0;FASE 8;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;8;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_5_8;Abrir BOP;;;;0,5;0;0;FASE 8;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;8;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_6_8;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(poço revestido);insere;y = PIF - PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 8;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;8;Perfuração;Descida de coluna em poço revestido;Moderada;P-02, P-03
;;RIH_BHA_31_7_8;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(poço aberto);insere;y = PFF - PIF;itens da tabela de coluna de perfuração;0;0;0;FASE 8;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;8;Perfuração;Descida de coluna em poço aberto;Moderada;P-03
RIH_BHA 31-fase-9;RIH_BHA 31-fase-9;RIH_BHA_31_1_9;Montar BHA Bull Nose com Alargador DIAMETRO FASE X pol;zerar itens;;;6;0;0;FASE 9;Troca de broca;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Troca de broca;;9;Perfuração;Montagem de BHA;Baixa;P-01
;;RIH_BHA_31_2_9;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 9;Troca de broca;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Troca de broca;;9;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
;;RIH_BHA_31_3_9;Retirar Protective Sleeve;;;;1;0;0;FASE 9;Retirada de protective sleeve;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Retirada de protective sleeve;;9;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_4_9;Instalar Bearing Assembly;;;;1;0;0;FASE 9;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;9;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_5_9;Abrir BOP;;;;0,5;0;0;FASE 9;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;9;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_31_6_9;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(poço revestido);insere;y = PIF - PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 9;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;9;Perfuração;Descida de coluna em poço revestido;Moderada;P-02, P-03
;;RIH_BHA_31_7_9;Descer BHA Bull Nose com Alargador DIAMETRO FASE X pol(poço aberto);insere;y = PFF - PIF;itens da tabela de coluna de perfuração;0;0;0;FASE 9;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;9;Perfuração;Descida de coluna em poço aberto;Moderada;P-03
RIH_BHA 32-fase-3;RIH_BHA 32-fase-3;RIH_BHA_32_1_3;Montar BHA com Alargador DIAMETRO FASE X;zerar itens;;;6;0;0;FASE 3;Troca de broca;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Troca de broca;;3;Perfuração;Montagem de BHA;Baixa;P-01
;;RIH_BHA_32_2_3;Descer BHA com Alargador DIAMETRO FASE X pol(riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 3;Troca de broca;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Troca de broca;;3;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
;;RIH_BHA_32_3_3;Retirar Protective Sleeve;;;;1;0;0;FASE 3;Retirada de protective sleeve;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Retirada de protective sleeve;;3;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_32_4_3;Instalar Bearing Assembly;;;;1;0;0;FASE 3;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;3;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_32_5_3;Abrir BOP;;;;0,5;0;0;FASE 3;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;3;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_32_6_3;Descer BHA com Alargador DIAMETRO FASE X pol(poço revestido);insere;y = PIF - PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 3;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;3;Perfuração;Descida de coluna em poço revestido;Moderada;P-02, P-03
;;RIH_BHA_32_7_3;Descer BHA com Alargador DIAMETRO FASE X pol(poço aberto);insere;y = PFB(i) - PIF;itens da tabela de coluna de perfuração;0;0;0;FASE 3;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;3;Perfuração;Descida de coluna em poço aberto;Moderada;P-03
RIH_BHA 32-fase-4;RIH_BHA 32-fase-4;RIH_BHA_32_1_4;Montar BHA com Alargador DIAMETRO FASE X;zerar itens;;;6;0;0;FASE 4;Troca de broca;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Troca de broca;;4;Perfuração;Montagem de BHA;Baixa;P-01
;;RIH_BHA_32_2_4;Descer BHA com Alargador DIAMETRO FASE X pol(riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 4;Troca de broca;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Troca de broca;;4;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
;;RIH_BHA_32_3_4;Retirar Protective Sleeve;;;;1;0;0;FASE 4;Retirada de protective sleeve;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Retirada de protective sleeve;;4;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_32_4_4;Instalar Bearing Assembly;;;;1;0;0;FASE 4;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;4;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_32_5_4;Abrir BOP;;;;0,5;0;0;FASE 4;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;4;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_32_6_4;Descer BHA com Alargador DIAMETRO FASE X pol(poço revestido);insere;y = PIF - PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 4;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;4;Perfuração;Descida de coluna em poço revestido;Moderada;P-02, P-03
;;RIH_BHA_32_7_4;Descer BHA com Alargador DIAMETRO FASE X pol(poço aberto);insere;y = PFB(i) - PIF;itens da tabela de coluna de perfuração;0;0;0;FASE 4;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;4;Perfuração;Descida de coluna em poço aberto;Moderada;P-03
RIH_BHA 32-fase-5;RIH_BHA 32-fase-5;RIH_BHA_32_1_5;Montar BHA com Alargador DIAMETRO FASE X;zerar itens;;;6;0;0;FASE 5;Troca de broca;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Troca de broca;;5;Perfuração;Montagem de BHA;Baixa;P-01
;;RIH_BHA_32_2_5;Descer BHA com Alargador DIAMETRO FASE X pol(riser);insere;y = PDA;itens da tabela de coluna de perfuração;0;0;0;FASE 5;Troca de broca;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Troca de broca;;5;Perfuração;Descida de coluna em poço revestido;Baixa;P-01
;;RIH_BHA_32_3_5;Retirar Protective Sleeve;;;;1;0;0;FASE 5;Retirada de protective sleeve;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Retirada de protective sleeve;;5;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_32_4_5;Instalar Bearing Assembly;;;;1;0;0;FASE 5;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;5;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
;;RIH_BHA_32_5_5;Abrir BOP;;;;0,5;0;0;FASE 5;Instalação de bearing assembly;"Broca DIAMETRO FASE X """;"Perfuração DIAMETRO FASE X """;Instalação de bearing assembly;;5;Perfuração;Descida de coluna em poço revestido;Moderada;P-01
